L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L11;L12;L13;L14;L15;L16;L17;L18;L19;L20;L21;L22;L23;L24;L25;L26;L27;L28;L29;L30;L31;L32;L33;L34;L35;L36;L37;L38;L39;L40;L41;L42;L43;L44;L45;L46;L47;L48;L49;L50;L51;L52;L53;L54;L55;L56;L57;L58;L59;L60;L61;L62
0;1.32499952213386;0;1.32499952213386;1.32499952213386;2.39790216151515;2.39790216151515;1.91217720016595;2.41131290547019;2.39790216151515;1.91217720016595;2.41131290547019;2.15965386936282;0;0;2.15965386936282;1.93794070744307;2.15965386936282;2.03081647784131;2.39790216151515;1.93794070744307;0;0;0;0;1.91217720016595;1.32499952213386;0;0;0;1.32499952213386;1.32499952213386;0;2.39790216151515;1.91217720016595;2.15965386936282;2.15965386936282;1.91217720016595;1.91217720016595;2.03081647784131;2.39790216151515;2.39790216151515;1.91217720016595;1.91217720016595;1.91217720016595;1.32499952213386;1.32569000918288;1.32569000918288;0;1.32569000918288;1.91217720016595;2.41131290547019;1.91217720016595;1.91217720016595;0;0;1.32499952213386;1.91217720016595;1.91217720016595;1.91217720016595;2.15965386936282;1.32499952213386
1.32499952213386;0;1.32499952213386;0;0;2.12122375869171;2.12122375869171;1.57714722914411;2.7534042570839;2.12122375869171;1.57714722914411;2.7534042570839;2.14461973037182;1.32499952213386;1.32499952213386;2.14461973037182;2.502254281279;2.14461973037182;2.37290782945502;2.12122375869171;2.502254281279;1.32499952213386;1.32499952213386;1.32499952213386;1.32499952213386;1.57714722914411;0;1.32499952213386;1.32499952213386;1.32499952213386;0;0;1.32499952213386;2.12122375869171;1.57714722914411;2.14461973037182;2.14461973037182;1.57714722914411;1.57714722914411;2.37290782945502;2.12122375869171;2.12122375869171;1.57714722914411;1.57714722914411;1.57714722914411;0;1.00858324432536;1.00858324432536;1.32499952213386;1.00858324432536;1.57714722914411;2.7534042570839;1.57714722914411;1.57714722914411;1.32499952213386;1.32499952213386;0;1.57714722914411;1.57714722914411;1.57714722914411;2.14461973037182;0
0;1.32499952213386;0;1.32499952213386;1.32499952213386;2.39790216151515;2.39790216151515;1.91217720016595;2.41131290547019;2.39790216151515;1.91217720016595;2.41131290547019;2.15965386936282;0;0;2.15965386936282;1.93794070744307;2.15965386936282;2.03081647784131;2.39790216151515;1.93794070744307;0;0;0;0;1.91217720016595;1.32499952213386;0;0;0;1.32499952213386;1.32499952213386;0;2.39790216151515;1.91217720016595;2.15965386936282;2.15965386936282;1.91217720016595;1.91217720016595;2.03081647784131;2.39790216151515;2.39790216151515;1.91217720016595;1.91217720016595;1.91217720016595;1.32499952213386;1.32569000918288;1.32569000918288;0;1.32569000918288;1.91217720016595;2.41131290547019;1.91217720016595;1.91217720016595;0;0;1.32499952213386;1.91217720016595;1.91217720016595;1.91217720016595;2.15965386936282;1.32499952213386
1.32499952213386;0;1.32499952213386;0;0;2.12122375869171;2.12122375869171;1.57714722914411;2.7534042570839;2.12122375869171;1.57714722914411;2.7534042570839;2.14461973037182;1.32499952213386;1.32499952213386;2.14461973037182;2.502254281279;2.14461973037182;2.37290782945502;2.12122375869171;2.502254281279;1.32499952213386;1.32499952213386;1.32499952213386;1.32499952213386;1.57714722914411;0;1.32499952213386;1.32499952213386;1.32499952213386;0;0;1.32499952213386;2.12122375869171;1.57714722914411;2.14461973037182;2.14461973037182;1.57714722914411;1.57714722914411;2.37290782945502;2.12122375869171;2.12122375869171;1.57714722914411;1.57714722914411;1.57714722914411;0;1.00858324432536;1.00858324432536;1.32499952213386;1.00858324432536;1.57714722914411;2.7534042570839;1.57714722914411;1.57714722914411;1.32499952213386;1.32499952213386;0;1.57714722914411;1.57714722914411;1.57714722914411;2.14461973037182;0
1.32499952213386;0;1.32499952213386;0;0;2.12122375869171;2.12122375869171;1.57714722914411;2.7534042570839;2.12122375869171;1.57714722914411;2.7534042570839;2.14461973037182;1.32499952213386;1.32499952213386;2.14461973037182;2.502254281279;2.14461973037182;2.37290782945502;2.12122375869171;2.502254281279;1.32499952213386;1.32499952213386;1.32499952213386;1.32499952213386;1.57714722914411;0;1.32499952213386;1.32499952213386;1.32499952213386;0;0;1.32499952213386;2.12122375869171;1.57714722914411;2.14461973037182;2.14461973037182;1.57714722914411;1.57714722914411;2.37290782945502;2.12122375869171;2.12122375869171;1.57714722914411;1.57714722914411;1.57714722914411;0;1.00858324432536;1.00858324432536;1.32499952213386;1.00858324432536;1.57714722914411;2.7534042570839;1.57714722914411;1.57714722914411;1.32499952213386;1.32499952213386;0;1.57714722914411;1.57714722914411;1.57714722914411;2.14461973037182;0
2.39790216151515;2.12122375869171;2.39790216151515;2.12122375869171;2.12122375869171;0;0;0.651063987955581;1.96551383172553;0;0.651063987955581;1.96551383172553;0.690062638346785;2.39790216151515;2.39790216151515;0.690062638346785;1.30575253151714;0.690062638346785;1.82100409465206;0;1.30575253151714;2.39790216151515;2.39790216151515;2.39790216151515;2.39790216151515;0.651063987955581;2.12122375869171;2.39790216151515;2.39790216151515;2.39790216151515;2.12122375869171;2.12122375869171;2.39790216151515;0;0.651063987955581;0.690062638346785;0.690062638346785;0.651063987955581;0.651063987955581;1.82100409465206;0;0;0.651063987955581;0.651063987955581;0.651063987955581;2.12122375869171;1.80436454861591;1.80436454861591;2.39790216151515;1.80436454861591;0.651063987955581;1.96551383172553;0.651063987955581;0.651063987955581;2.39790216151515;2.39790216151515;2.12122375869171;0.651063987955581;0.651063987955581;0.651063987955581;0.690062638346785;2.12122375869171
2.39790216151515;2.12122375869171;2.39790216151515;2.12122375869171;2.12122375869171;0;0;0.651063987955581;1.96551383172553;0;0.651063987955581;1.96551383172553;0.690062638346785;2.39790216151515;2.39790216151515;0.690062638346785;1.30575253151714;0.690062638346785;1.82100409465206;0;1.30575253151714;2.39790216151515;2.39790216151515;2.39790216151515;2.39790216151515;0.651063987955581;2.12122375869171;2.39790216151515;2.39790216151515;2.39790216151515;2.12122375869171;2.12122375869171;2.39790216151515;0;0.651063987955581;0.690062638346785;0.690062638346785;0.651063987955581;0.651063987955581;1.82100409465206;0;0;0.651063987955581;0.651063987955581;0.651063987955581;2.12122375869171;1.80436454861591;1.80436454861591;2.39790216151515;1.80436454861591;0.651063987955581;1.96551383172553;0.651063987955581;0.651063987955581;2.39790216151515;2.39790216151515;2.12122375869171;0.651063987955581;0.651063987955581;0.651063987955581;0.690062638346785;2.12122375869171
1.91217720016595;1.57714722914411;1.91217720016595;1.57714722914411;1.57714722914411;0.651063987955581;0.651063987955581;0;1.62070147238424;0.651063987955581;0;1.62070147238424;0.567472501227717;1.91217720016595;1.91217720016595;0.567472501227717;1.06792763058383;0.567472501227717;1.58317919371875;0.651063987955581;1.06792763058383;1.91217720016595;1.91217720016595;1.91217720016595;1.91217720016595;0;1.57714722914411;1.91217720016595;1.91217720016595;1.91217720016595;1.57714722914411;1.57714722914411;1.91217720016595;0.651063987955581;0;0.567472501227717;0.567472501227717;0;0;1.58317919371875;0.651063987955581;0.651063987955581;0;0;0;1.57714722914411;1.70473246351276;1.70473246351276;1.91217720016595;1.70473246351276;0;1.62070147238424;0;0;1.91217720016595;1.91217720016595;1.57714722914411;0;0;0;0.567472501227717;1.57714722914411
2.41131290547019;2.7534042570839;2.41131290547019;2.7534042570839;2.7534042570839;1.96551383172553;1.96551383172553;1.62070147238424;0;1.96551383172553;1.62070147238424;0;1.33201633287196;2.41131290547019;2.41131290547019;1.33201633287196;0.69559442024934;1.33201633287196;0.380496427628878;1.96551383172553;0.69559442024934;2.41131290547019;2.41131290547019;2.41131290547019;2.41131290547019;1.62070147238424;2.7534042570839;2.41131290547019;2.41131290547019;2.41131290547019;2.7534042570839;2.7534042570839;2.41131290547019;1.96551383172553;1.62070147238424;1.33201633287196;1.33201633287196;1.62070147238424;1.62070147238424;0.380496427628878;1.96551383172553;1.96551383172553;1.62070147238424;1.62070147238424;1.62070147238424;2.7534042570839;3.32543393589699;3.32543393589699;2.41131290547019;3.32543393589699;1.62070147238424;0;1.62070147238424;1.62070147238424;2.41131290547019;2.41131290547019;2.7534042570839;1.62070147238424;1.62070147238424;1.62070147238424;1.33201633287196;2.7534042570839
2.39790216151515;2.12122375869171;2.39790216151515;2.12122375869171;2.12122375869171;0;0;0.651063987955581;1.96551383172553;0;0.651063987955581;1.96551383172553;0.690062638346785;2.39790216151515;2.39790216151515;0.690062638346785;1.30575253151714;0.690062638346785;1.82100409465206;0;1.30575253151714;2.39790216151515;2.39790216151515;2.39790216151515;2.39790216151515;0.651063987955581;2.12122375869171;2.39790216151515;2.39790216151515;2.39790216151515;2.12122375869171;2.12122375869171;2.39790216151515;0;0.651063987955581;0.690062638346785;0.690062638346785;0.651063987955581;0.651063987955581;1.82100409465206;0;0;0.651063987955581;0.651063987955581;0.651063987955581;2.12122375869171;1.80436454861591;1.80436454861591;2.39790216151515;1.80436454861591;0.651063987955581;1.96551383172553;0.651063987955581;0.651063987955581;2.39790216151515;2.39790216151515;2.12122375869171;0.651063987955581;0.651063987955581;0.651063987955581;0.690062638346785;2.12122375869171
